name_gr,name_en,description_gr,description_en,collab_en_institutions,ects,city_en,city_gr,phone,email,website,languages,topics,has_tuition_fees,tuition_fees_from,tuition_fees_to,study_modes,type,masters_id,id,department_id,created_at,updated_at,is_archived,admission_type,collaborations,is_featured,univ_name_en,univ_name_gr
Μεταπτυχιακές Σπουδές στη Σύγχρονη Φιλοσοφία/Φιλοσοφία της Επιστήμης,MA in Contemporary Philosophy/Philosophy of Science,"Το πρόγραμμα στοχεύει να εξοικειώσει τους φοιτητές με τις κύριες σχολές σκέψης της σύγχρονης φιλοσοφίας και να προσφέρει υψηλού επιπέδου εκπαίδευση στους διάφορους τομείς της φιλοσοφικής έρευνας. Με την ολοκλήρωση των σπουδών τους, οι απόφοιτοι αναμένεται να είναι σε θέση να διεξάγουν ανεξάρτητη και συνεργατική έρευνα, πληρώντας όλες τις προϋποθέσεις για την παρακολούθηση διδακτορικών σπουδών.Γίνονται δεκτοί πτυχιούχοι Τμημάτων Πανεπιστημίων της ημεδαπής και αναγνωρισμένων ομοταγών ιδρυμάτων της αλλοδαπής, καθώς και πτυχιούχοι Τμημάτων των Τ.Ε.Ι. συναφούς γνωστικού αντικειμένου.","The program aims to familiarize the students with the major schools of thought in contemporary philosophy and to offer high-level training in the different fields of philosophical research. By the end of their studies, graduates are expected to be able to conduct independent and collaborative research, meeting all requirements for pursuing doctoral studies.Holders of a first-cycle degree from a Greek university or equivalent foreign institution are eligible for admission to the program.",{},75,Athens,Αθήνα,+302107275518,contemporaryphilosophy@phs.uoa.gr,https://contemporaryphilosophy.phs.uoa.gr/,{english},{humanities},true,2700,2700,{in_person},Master,1890,1588,123,2026-01-11 22:41:56.437713 +00:00,2026-01-11 22:41:56.437713 +00:00,false,external,[],false,National and Kapodistrian University of Athens,Εθνικό & Καποδιστριακό Πανεπιστήμιο Αθηνών
ΠΜΣ Cultural Heritage Materials and Technologies - CultTech,MSc Cultural Heritage Materials and Technologies - CultTech,"Οι σπουδές στον διεπιστημονικό τομέα της Αρχαιολογικής Επιστήμης στοχεύουν να συγκεράσουν τις επιστήμες της αρχαιολογίας και των φυσικών επιστημών. Το μεταπτυχιακό πρόγραμμα CultTech έχει σχεδιαστεί για να παρέχει ευρεία αλλά λεπτομερή γνώση στη θεωρία, καθώς και πρακτική εμπειρία στις κύριες εφαρμογές της επιστήμης στην αρχαιολογία. Οι φοιτητές του CultTech θα γίνουν μέλη μιας πολυπολιτισμικής ομάδας και θα έχουν την ευκαιρία να χρησιμοποιήσουν ένα ευρύ φάσμα εξειδικευμένων εγκαταστάσεων και συλλογών, ενώ θα διδάσκονται από διεθνώς αναγνωρισμένο, ερευνητικά προσανατολισμένο ακαδημαϊκό προσωπικό. Μπορούν να χρησιμοποιήσουν το πρόγραμμα για να αποκτήσουν ευρεία εμπειρογνωμοσύνη στον τομέα ή να ειδικευτούν σε τομείς όπως η ανάλυση υλικών, η διαχείριση πολιτιστικής κληρονομιάς, η επιτόπου έρευνα, η ανακατασκευή αντικειμένων και χώρων κ.λπ.Γίνονται δεκτοί απόφοιτοι Α.Ε.Ι. Αρχαιολογικών και Ιστορικών Σχολών, Πολυτεχνικών Σχολών, Α.Ε.Ι. Μηχανικών, Φυσικής και Χημείας, Σχολών Συντήρησης, λοιπών Σχολών Α.Ε.Ι. και Τ.Ε.Ι. της χώρας, με συναφές αντικείμενο σπουδών.","The MSc CultTech is organized by the Department of History, Archaeology and Cultural Resources Management (University of the Peloponnese), the National Center for Scientific Research \""Demokritos\"", and the National Observatory of Athens.\n\nStudies in the interdisciplinary field of Archaeological Science aim to bridge the gap between archaeology and the physical sciences. CultTech MSc is designed to provide broad but detailed theoretical knowledge, as well as practical experience in the major applications of science in archaeology.\n\nCultTech students will be a part of a diverse and multi-national group and will be given the opportunity to use a wide range of specialist facilities and collections, while being taught by internationally recognized, research-oriented academic staff. They can use the course to obtain broad expertise in the field, or to specialize in areas such as materials analysis, cultural heritage management, field prospection, reconstruction of objects and sites, etc.\n\nA key issue for CultTech is its orientation towards hands-on research thus offering post-graduate research training and the potential of participating in fieldwork (e.g. within the Pylos Geoarchaeological Program - GEAPP). The implementation of the thesis project is commonly closely related or within ongoing research projects, and can be completed in any of the collaborating institutes of the programme.",{},90,Kalamata,Καλαμάτα,+302721065145,culttech@go.uop.gr,http://culttech.uop.gr/,{english},"{humanities,technology}",true,4000,4000,{in_person},Master,1340,6,391,2026-01-11 22:41:56.437713 +00:00,2026-05-04 15:30:54.723065 +00:00,true,internal,"[{""institution_id"": 24}, {""institution_id"": 30}, {""institution_id"": 31}]",false,University of the Peloponnese,Πανεπιστήμιο Πελοποννήσου
Κυκλική Οικονομία και Στρατηγικές Αειφορίας,MSc in Circular Economy and Sustainability Strategies,"Μετά την αποφοίτησή τους, οι συμμετέχοντες θα κατανοούν τις βασικές έννοιες της κυκλικής οικονομίας, συμπεριλαμβανομένων των αλυσίδων αξίας και των επιχειρηματικών μοντέλων, και θα είναι σε θέση να εφαρμόζουν στρατηγικές βιωσιμότητας στις επιχειρήσεις και στις ανθρώπινες ανάγκες. Θα αναπτύξουν δεξιότητες για την αξιολόγηση των περιβαλλοντικών οφελών, την εφαρμογή σύγχρονων τεχνολογιών ανακύκλωσης και επαναχρησιμοποίησης σε βιομηχανικά περιβάλλοντα και την κατανόηση του ρόλου της διαχείρισης αποβλήτων στην αντιμετώπιση περιβαλλοντικών και οικονομικών προκλήσεων.Στο Π.Μ.Σ. γίνονται δεκτοί, μετά από επιλογή, κάτοχοι τίτλου του Α΄ κύκλου σπουδών των Τμημάτων Πανεπιστημίων ή ΤΕΙ της ημεδαπής ή της αλλοδαπής, ή ομοταγών αναγνωρισμένων από τον ΔΟΑΤΑΠ, ιδρυμάτων της αλλοδαπής, οι οποίοι στοχεύουν να αποκτήσουν υψηλή θεωρητική κατάρτιση και τεχνογνωσία, ώστε να ανταποκρίνονται πλήρως στις ανάγκες της αγοράς και της έρευνας για την μετάβαση στην κυκλική οικονομία και τις στρατηγικές αφορίας. ","Upon graduation, participants will understand the key concepts of the circular economy, including value chains and business models, and be able to apply sustainability strategies in business and human needs. They will develop skills to assess environmental benefits, implement modern recycling and reuse technologies in industrial settings, and understand the role of waste management in addressing environmental and economic challenges.The MSc program accepts, after selection, holders of a first cycle degree from Greek or foreign university departments or technical colleges, or equivalent degrees recognized by the Hellenic NARIC, who aim to acquire advanced theoretical training and expertise in order to fully meet the needs of the market and research for the transition to a circular economy and circular strategies. ",{},90,Athens,Αθήνα,+302105381327,circulareconomy@uniwa.gr,https://msc-circular.uniwa.gr/,{english},"{science_and_engineering,economics_management}",true,3000,3000,{in_person},Master,1881,1579,233,2026-01-11 22:41:56.437713 +00:00,2026-01-11 22:41:56.437713 +00:00,false,external,[],false,University of West Attica,Πανεπιστήμιο Δυτικής Αττικής
Προχωρημένες Σπουδές στην Κλωστοϋφαντουργική Τεχνολογία (WE-TEAM),World Textile Engineering Advanced Master: WE-TEAM,"Το WE-TEAM είναι ένα διετές πρόγραμμα Erasmus Mundus Joint Master Degree (EMJMD) για την εκπαίδευση της επόμενης γενιάς μηχανικών κλωστοϋφαντουργίας. Όλοι οι φοιτητές ξεκινούν το πρώτο εξάμηνο στο Πανεπιστήμιο της Γάνδης στο Βέλγιο. Το δεύτερο εξάμηνο για την περίοδο 2024-2026 πραγματοποιείται στο Πανεπιστήμιο Δυτικής Αττικής στην Ελλάδα. Για το τρίτο εξάμηνο, οι φοιτητές έχουν την επιλογή να πάνε στο Πανεπιστήμιο του Μπόρας στη Σουηδία ή στο Ινστιτούτο Τεχνολογίας του Κιότο στην Ιαπωνία. Καθηγητές από όλο τον κόσμο ταξιδεύουν σε αυτές τις τοποθεσίες για να διδάξουν στους φοιτητές στον τομέα της ειδικότητάς τους κατά τη διάρκεια ενός μαθήματος μιας εβδομάδας.Στο ΔΠΜΣ γίνονται δεκτοί πτυχιούχοι από Πανεπιστήμια του εσωτερικού και εξωτερικού και ενδεικτικά από τμήματα κλωστοϋφαντουργίας, χημικών μηχανικών, μηχανολόγων μηχανικών, βιομηχανικού σχεδιασμού και παραγωγής, χημείας, επιστήμης των υλικών κ.τ.λ. ","WE-TEAM is a two year Erasmus Mundus Joint Master Degree (EMJMD) Programme to educate the next generation of textile engineers. Students all start their first semester at Ghent University in Belgium. The second semester for the cohort 2024-2026 takes place in University of West Attica in Greece. For the third semester students have the option to go to the University of Boras in Sweden or to the Kyoto Institute of Technology in Japan. Professors from all over the world travel to these locations to teach students in their field of expertise during a one week course.The MSc program accepts graduates from domestic and foreign universities, indicatively from departments of textile engineering, chemical engineering, mechanical engineering, industrial design and production, chemistry, materials science, etc. ",{},120,Athens,Αθήνα,+302105381216,dikniga@uniwa.gr,https://we-team.education/,{english},"{science_and_engineering,technology}",true,18000,36000,{in_person},Master,1885,1583,233,2026-01-11 22:41:56.437713 +00:00,2026-01-11 22:41:56.437713 +00:00,false,external,[],false,University of West Attica,Πανεπιστήμιο Δυτικής Αττικής
Τεχνητή Νοημοσύνη και Επιστήμη Δεδομένων,MSc in AI and Data Science,"Το μεταπτυχιακό πρόγραμμα στην Επιστήμη των Δεδομένων εκπαιδεύει τους φοιτητές να εξάγουν σημαντικές γνώσεις από μεγάλες ποσότητες δεδομένων χρησιμοποιώντας υπολογιστικές, στατιστικές και τεχνικές τεχνητής νοημοσύνης, να αναπτύσσουν επεξηγηματικά και προγνωστικά μοντέλα και να επικοινωνούν τα αποτελέσματα με κατατοπιστικό τρόπο. Οι απόφοιτοι του προγράμματος αποκτούν γνώσεις και δεξιότητες σχετικά με τον τρόπο αναπαράστασης, επεξεργασίας, ανάλυσης και οπτικοποίησης δεδομένων, μαθαίνουν και εφαρμόζουν σύγχρονες αλγοριθμικές/υπολογιστικές και στατιστικές τεχνικές και εργαλεία. Αναπτύσσουν επίσης επαρκείς θεωρητικές γνώσεις σε θέματα πιθανοτήτων, στατιστικής και άλγεβρας, ώστε να κατανοούν τις βασικές μαθηματικές έννοιες και εργαλεία αυτών των τομέων και να τις εφαρμόζουν κατάλληλα σε διαφορετικά πλαίσια. Το πρόγραμμα είναι ένα πρόγραμμα εμβάθυνσης στην Επιστήμη των Δεδομένων και τη Μηχανική Δεδομένων και τις επιχειρηματικές εφαρμογές τους στη Χρηματοοικονομική, το Μάρκετινγκ, τη Βιολογία και την Ιατρική και άλλους τομείς. Διαθέτει μεγάλο αριθμό μαθημάτων επιλογής που επιτρέπουν στους φοιτητές να διαμορφώσουν το πρόγραμμα σπουδών τους με μεγαλύτερη έμφαση στη Στατιστική, τη Μηχανική Δεδομένων, τη Μηχανική Μάθηση ή σχετικές εφαρμογές.Στο Δ.Π.Μ.Σ. γίνονται δεκτοί κάτοχοι τίτλου του πρώτου κύκλου σπουδών ΑΕΙ, της ημεδαπής ή ομοταγών ιδρυμάτων της αλλοδαπής σύμφωνα με τις διατάξεις του άρθρου 34 του ν. 4485/2017, όπως αυτές εξειδικεύονται στον Κανονισμό Μεταπτυχιακών Σπουδών του Δ.Π.Μ.Σ.","Our Master of Science (MSc) program in AI and Data Science, the first of its kind in Greece, offers students in-depth focus in AI and Data Science, tailored to their particular interests. It is offered jointly by the Department of Informatics and the Department of Statistics, in the School of Information Sciences and Technology of the AUEB.

Students will have the opportunity to:
- interact with faculty members and fellow students;
- complete innovative data science projects;
- become exposed to industry needs and real-life data science challenges.

Two options are available:
Full-time program, consisting of 1 academic year of taught courses and of a 3-month Analytics Capstone Project that enables students to work on a real-world data-intensive problem, using learned tools and skills.
Part-time program, in which taught courses span 2 academic years.",{},75,Athens,Αθήνα,+302108203860,datascience@aueb.gr,https://datascience.aueb.gr/,{english},{science_and_engineering},true,6000,7500,{in_person},Master,1318,1175,192,2026-01-11 22:41:56.437713 +00:00,2026-05-25 12:54:19.786950 +00:00,false,external,[],false,Athens University of Economics and Business,Οικονομικό Πανεπιστήμιο Αθηνών
Τεχνητή Νοημοσύνη και Οπτική Υπολογιστική,MSc Artificial Intelligence and Visual Computing – AIVC,"Το Πανεπιστήμιο Δυτικής Αττικής, σε συνεργασία με το Πανεπιστήμιο της Limoges, προσφέρει ένα κοινό μεταπτυχιακό πρόγραμμα στην Τεχνητή Νοημοσύνη και την Οπτική Πληροφορική (AIVC). Το πρόγραμμα εστιάζει στην τεχνητή νοημοσύνη, την οπτική πληροφορική και τη γεωπληροφορική, καλύπτοντας τη σύνθεση και ανάλυση εικόνων, την επιστήμη των δεδομένων, τη μηχανική μάθηση, την υπολογιστική όραση, καθώς και τη διαχείριση και οπτικοποίηση μεγάλων δεδομένων και γεωχωρικών δεδομένων.Γίνονται δεκτοί:1. Απόφοιτοι ΑΕΙ/ ΤΕΙ Πληροφορικής2. Απόφοιτοι ΑΕΙ Θετικών Επιστημών και Πολυτεχνικών Σχολών                             Μπορεί επίσης να γίνουν δεκτοί πτυχιούχοι άλλων ειδικοτήτων που αποδεικνύουν κατάλληλο επίπεδο γνώσεων Πληροφορικής.","The University of West Attica, in collaboration with the University of Limoges, offers a joint MSc in Artificial Intelligence and Visual Computing (AIVC). The program focuses on AI, visual computing, and geoinformatics, covering image synthesis and analysis, data science, machine learning, computer vision, and big data and geospatial data management and visualization.Eligible for admission are:1. Graduates of universities in Informatics2. Graduates of universities in science and engineering. Graduates of other disciplines who can demonstrate an adequate level of knowledge in information technology may also be accepted.",{Πανεπιστήμιο της Limoges Τμήμα Πληροφορικής (Σχολή Επιστημών και Τεχνολογίας)},90,Athens,Αθήνα,+302105385312,msc-aivc@uniwa.gr,https://msc-aivc.uniwa.gr/,{english},{technology},true,2900,2900,{in_person},Master,960,938,234,2026-01-11 22:41:56.437713 +00:00,2026-06-01 11:10:39.522066 +00:00,false,external,"[{""school_id"": 85, ""department_id"": 235, ""institution_id"": 17}, {""school_id"": 85, ""department_id"": 234, ""institution_id"": 17}]",false,University of West Attica,Πανεπιστήμιο Δυτικής Αττικής
Κυβερνοασφάλεια,MSc in Cybersecurity,"Το μεταπτυχιακό πρόγραμμα στην Κυβερνοασφάλεια παρέχει προηγμένη εκπαίδευση σε επαγγελματίες και επιστήμονες στον τομέα της ασφάλειας των πληροφοριακών συστημάτων. Οι φοιτητές αποκτούν τις γνώσεις και τις δεξιότητες που απαιτούνται για την ανάλυση, την πρόληψη και την αντιμετώπιση ψηφιακών απειλών, καλύπτοντας τομείς όπως blockchain, κρυπτογραφία, ψηφιακή εγκληματολογία, ασφάλεια λογισμικού και δικτύων. Το πρόγραμμα συνδυάζει την επιστημονική αυστηρότητα με την πρακτική εφαρμογή, προετοιμάζοντας τους αποφοίτους για καριέρα σε δηµόσιους οργανισμούς, επιχειρήσεις και ερευνητικά κέντρα.Γίνονται δεκτοί απόφοιτοι ΑΕΙ/TEI Θετικών Επιστημών και Πολυτεχνικών Σχολών. Γίνονται επίσης δεκτοί πτυχιούχοι άλλων ειδικοτήτων που αποδεικνύουν εμπειρία στο αντικείμενο και απόφοιτοι Στρατιωτικών Σχολών και Σωμάτων Ασφαλείας.","The Master’s Program in Cybersecurity provides advanced training for professionals and scientists in information systems security. Students gain the knowledge and skills to analyze, prevent, and address digital threats, covering areas such as blockchain, cryptography, digital forensics, software and network security. The program combines scientific rigor with practical application, preparing graduates for careers in public organizations, businesses, and research centers.Graduates of universities/technical colleges in the fields of science and engineering are accepted. Graduates of other disciplines who can demonstrate experience in the field, as well as graduates of military academies and security forces are also accepted.",{},90,Athens,Αθήνα,+302105385312,ice@uniwa.gr,https://cscyb.uniwa.gr/en/,{english},"{science_and_engineering,technology}",true,2900,2900,{remotely},Master,1622,1372,234,2026-01-11 22:41:56.437713 +00:00,2026-01-11 22:41:56.437713 +00:00,false,external,[],false,University of West Attica,Πανεπιστήμιο Δυτικής Αττικής
Τεχνητή Νοημοσύνη και Επιστήμη Δεδομένων,Artificial Intelligence and Data Science,"Το Προπτυχιακό Πρόγραμμα Τεχνητής Νοημοσύνης και Επιστήμης Δεδομένων του Πανεπιστημίου Δυτικής Αττικής είναι ένα σύγχρονο, διεπιστημονικό πρόγραμμα που έχει σχεδιαστεί για να προετοιμάσει τους φοιτητές για τον ταχέως εξελισσόμενο κόσμο των ευφυών συστημάτων και της λήψης αποφάσεων με βάση τα δεδομένα.
Το πρόγραμμα συντονίζεται από το Τμήμα Πληροφορικής και Μηχανικών Υπολογιστών του Πανεπιστημίου Δυτικής Αττικής, εξασφαλίζοντας μια ισχυρή τεχνολογική και μηχανική βάση.
Συνδυάζοντας ισχυρά θεωρητικά θεμέλια με πρακτική εμπειρία, το πρόγραμμα καλύπτει βασικούς τομείς όπως η μηχανική μάθηση, η ανάλυση δεδομένων, η τεχνητή νοημοσύνη, οι τεχνολογίες μεγάλων δεδομένων, ο προγραμματισμός, η στατιστική και η υπολογιστική μοντελοποίηση. Οι φοιτητές αναπτύσσουν τόσο την τεχνική εμπειρογνωμοσύνη όσο και την αναλυτική νοοτροπία που απαιτείται για την επίλυση πραγματικών προβλημάτων σε πολλαπλούς τομείς, όπως η τεχνολογία, οι επιχειρήσεις, η υγειονομική περίθαλψη, η βιομηχανία και η έρευνα.
Ένα βασικό πλεονέκτημα του προγράμματος είναι η έμφαση που δίνει στις πρακτικές δεξιότητες και την εφαρμοσμένη μάθηση. Μέσα από εργαστηριακά μαθήματα, έργα και ομαδική εργασία, οι φοιτητές αποκτούν εμπειρία με σύγχρονα εργαλεία, γλώσσες προγραμματισμού και πλατφόρμες που χρησιμοποιούνται ευρέως στη βιομηχανία και την έρευνα. Το πρόγραμμα σπουδών αντανακλά τις τρέχουσες επιστημονικές και τεχνολογικές εξελίξεις, εξασφαλίζοντας ότι οι απόφοιτοι παραμένουν ανταγωνιστικοί σε μια ταχέως μεταβαλλόμενη αγορά εργασίας.
Το πρόγραμμα υποστηρίζεται από έμπειρο ακαδημαϊκό προσωπικό με ενεργό συμμετοχή στην έρευνα στον τομέα της τεχνητής νοημοσύνης, της επιστήμης των δεδομένων και σε συναφείς τομείς. Οι φοιτητές επωφελούνται από ένα ακαδημαϊκό περιβάλλον που ενθαρρύνει την καινοτομία, την κριτική σκέψη και τη συνεργασία, προωθώντας παράλληλα την ηθική και υπεύθυνη χρήση των ευφυών τεχνολογιών.
Οι απόφοιτοι του προγράμματος AI & DS είναι καλά προετοιμασμένοι για καριέρα στην επιστήμη των δεδομένων, την τεχνητή νοημοσύνη, την ανάπτυξη λογισμικού, την ανάλυση δεδομένων και την έρευνα, καθώς και για μεταπτυχιακές σπουδές στην Ελλάδα ή στο εξωτερικό. Το ισχυρό διεπιστημονικό υπόβαθρο που προσφέρει το πρόγραμμα ανοίγει πολλαπλές επαγγελματικές διαδρομές τόσο στον δημόσιο όσο και στον ιδιωτικό τομέα.
Για τους φοιτητές που έχουν πάθος για την τεχνολογία, την καινοτομία και το μέλλον των ευφυών συστημάτων, το προπτυχιακό πρόγραμμα AI & DS του Πανεπιστημίου Δυτικής Αττικής παρέχει μια σταθερή βάση για ακαδημαϊκή και επαγγελματική επιτυχία.","The Undergraduate Program in Artificial Intelligence and Data Science (AI & DS) at the University of West Attica is a modern, interdisciplinary program designed to prepare students for the rapidly evolving world of intelligent systems and data-driven decision making.
Τhe program is coordinated by the Department of Informatics and Computer Engineering of the University of West Attica, ensuring a strong technological and engineering-oriented foundation.
Combining strong theoretical foundations with hands-on practical experience, the program covers core areas such as machine learning, data analytics, artificial intelligence, big data technologies, programming, statistics, and computational modeling. Students develop both the technical expertise and the analytical mindset required to solve real-world problems across multiple domains, including technology, business, healthcare, industry, and research.
A key strength of the program is its emphasis on practical skills and applied learning. Through laboratory courses, projects, and teamwork, students gain experience with modern tools, programming languages, and platforms widely used in industry and research. The curriculum reflects current scientific and technological developments, ensuring that graduates remain competitive in a fast-changing job market.
The program is supported by experienced academic staff with active research involvement in AI, data science, and related fields. Students benefit from an academic environment that encourages innovation, critical thinking, and collaboration, while also promoting ethical and responsible use of intelligent technologies.
Graduates of the AI & DS program are well prepared for careers in data science, artificial intelligence, software development, analytics, and research, as well as for postgraduate studies in Greece or abroad. The strong interdisciplinary background offered by the program opens multiple professional pathways in both the public and private sectors.
For students who are passionate about technology, innovation, and the future of intelligent systems, the AI & DS Undergraduate Program at the University of West Attica provides a solid foundation for academic and professional success.",{},240,Athens,Αθήνα,+302105385312,aidasc@uniwa.gr,http://aidasc.uniwa.gr/,{english},{technology},true,6000,6000,{in_person},Bachelor,,1724,234,2026-01-19 13:30:06.128606 +00:00,2026-04-23 13:41:09.109126 +00:00,false,internal,[],false,University of West Attica,Πανεπιστήμιο Δυτικής Αττικής
Επιστήμη Δεδομένων και Τεχνολογίες Πληροφορίας,Data Science and Information Technologies,"Το μεταπτυχιακό πρόγραμμα «Επιστήμη Δεδομένων και Τεχνολογίες Πληροφοριών (DSIT)» στο NKUA είναι ένα διεπιστημονικό πρόγραμμα που προσφέρεται σε συνεργασία με το Ερευνητικό Κέντρο ATHENA και το BRFAA. Παρέχει προηγμένη εκπαίδευση στην Επιστήμη Δεδομένων, τα Μεγάλα Δεδομένα, την Τεχνητή Νοημοσύνη και τις εφαρμογές τους στη βιοπληροφορική, την υπολογιστική βιολογία και την επιστήμη των βιοϊατρικών δεδομένων. Με δύο ειδικεύσεις — Μεγάλα Δεδομένα & Τεχνητή Νοημοσύνη και Βιοπληροφορική-Βιοϊατρική Επιστήμη Δεδομένων — το πρόγραμμα εξοπλίζει τους αποφοίτους με προηγμένες δεξιότητες για καριέρα στην έρευνα, τη βιομηχανία ή την επιχειρηματικότητα.Γινονται δεκτοί κάτοχοι τίτλου του Α΄ κύκλου σπουδών των Τμημάτων Πληροφορικής, Εφαρμοσμένων Μαθηματικών, Μαθηματικών, Πολυτεχνικών Σχολών, Βιολογίας, Ιατρικής και συναφών αντικειμένων ΑΕΙ ή ΤΕΙ της ημεδαπής ή ομοταγών, αναγνωρισμένων από τον ΔΟΑΤΑΠ, ιδρυμάτων της αλλοδαπής, καθώς και απόφοιτοι άλλων Τμημάτων ΑΕΙ της ημεδαπής ή ομοταγών, αναγνωρισμένων από τον ΔΟΑΤΑΠ, ιδρυμάτων της αλλοδαπής.Γίνονται δεκτοί ως υπεράριθμοι υπότροφοι και μέλη των κατηγοριών ΕΕΠ, ΕΔΙΠ και ΕΤΕΤ σύμφωνα με την παρ. 8 του άρ. 34 του Ν.4485/17.","The Master’s in “Data Science and Information Technologies (DSIT)” at NKUA is an interdisciplinary program offered in collaboration with ATHENA Research Center and BRFAA. It provides advanced training in Data Science, Big Data, AI, and their applications in bioinformatics, computational biology, and biomedical data science. With two specializations—Big Data & Artificial Intelligence and Bioinformatics-Biomedical Data Science—the program equips graduates with cutting-edge skills for careers in research, industry, or entrepreneurship.Holders of a relevant first-cycle degree (Informatics, Mathematics or Applied Mathematics, Polytechinc Schools, Biology, Medicine) from a Greek university or equivalent foreign institution are eligible for admission to the program.",{},90,Athens,Αθήνα,+302107275301,secretpm@di.uoa.gr,http://dsit.di.uoa.gr/,{english},{science_and_engineering},true,2700,2700,{in_person},Master,1237,1111,125,2026-01-11 22:41:56.437713 +00:00,2026-05-05 11:17:33.423358 +00:00,false,external,[],false,National and Kapodistrian University of Athens,Εθνικό & Καποδιστριακό Πανεπιστήμιο Αθηνών
Επιστήμη Δεδομένων,Data Science,"Το μεταπτυχιακό πρόγραμμα στην Επιστήμη των Δεδομένων, που προσφέρεται από κοινού από το Εθνικό Κέντρο Έρευνας Φυσικών Επιστημών «Δημόκριτος» και το Πανεπιστήμιο της Πελοποννήσου, παρέχει προηγμένη εκπαίδευση στη συλλογή, διαχείριση, επεξεργασία και ανάλυση δεδομένων για την υποστήριξη της λήψης αποφάσεων σε διάφορους τομείς. Οι απόφοιτοι αποκτούν εξειδικευμένες δεξιότητες που βελτιώνουν τις προοπτικές σταδιοδρομίας τους στον ακαδημαϊκό χώρο, τη βιομηχανία και τους δημόσιους φορείς, επωφελούμενοι από τη διεθνή φήμη του προγράμματος, τις ισχυρές συνδέσεις με τη βιομηχανία και τις ευκαιρίες συμμετοχής σε ευρωπαϊκά ερευνητικά προγράμματα.Πτυχιούχοι Τμημάτων Θετικών και Τεχνολογικών Επιστημών, Πολυτεχνικών Σχολών και Τμημάτων συναφούς γνωστικού αντικειμένου πανεπιστημίων της ημεδαπής και αναγνωρισμένων ομοταγών ιδρυμάτων της αλλοδαπής, Τμημάτων ΑΤΕΙ συναφούς γνωστικού αντικειμένου, και Στρατιωτικών σχολών","The MSc in Data Science, offered jointly by the National Center for Scientific Research “Demokritos” and the University of the Peloponnese, provides advanced training in data collection, management, processing, and analysis to support decision-making across diverse domains. Graduates gain specialized skills that enhance career prospects in academia, industry, and public institutions, benefiting from the program’s international reputation, strong industry links, and opportunities to engage in European research projects.",{},90,Athens,Αθήνα,+302106503216,datascience@iit.demokritos.gr,https://msc-data-science.iit.demokritos.gr/en,{english},"{technology,science_and_engineering}",true,3000,3000,{in_person},Master,1795,1507,388,2026-01-11 22:41:56.437713 +00:00,2026-05-07 20:07:32.111442 +00:00,true,external,[],false,University of the Peloponnese,Πανεπιστήμιο Πελοποννήσου
Τεστ Μεταπτυχιακό,Test Master,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur","Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur",{Test},,Athens,Αθήνα,+302101111111,th.papaz@hua.gr,https://lorem-ipsum.gr/,"{greek,english}","{foreign_languages,politics}",true,3000,6000,"{in_person,remotely}",Master,,1725,425,2026-01-19 22:06:26.433925 +00:00,2026-06-13 21:19:29.566480 +00:00,true,internal,[],false,Harokopio University of Athens,Χαροκόπειο Πανεπιστήμιο
